,ID,TEXT,PET,LABEL,EUPH_STATUS
1629,1629,"O lawọn ka ibọn kan ati ọbẹ aṣooro mọ afurasi ọdaran yii lọwọ, iwadii tawọn ọlọpaa si ṣe fihan pe firi-nidii-ọkẹ, [PET_BOUNDARY]alọkolohun-kigbe[PET_BOUNDARY] pọnbele ni, iwa to si hu ta ko isọri kẹtadinlọọọdunrin (297) ati ikọkandinlọọọdunrun (299) iwe ofin iwa ọdaran nipinlẹ Eko.",alo kí olóhun ó kígbe.,1,always_euph
1704,1704,"Ogun awon l'eyin ju, egbe lehin [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] n.",ọmọ òrukàn,1,always_euph
462,462,wa so re [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY],iyá ìbèjì,1,sometimes_euph
2506,2506,"Ìyálóde ilẹ̀ Yorùbá, Àlàbá Lawso [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] yé",Jáde láyé,1,always_euph
2217,2217,[PET_BOUNDARY]Ibasepo[PET_BOUNDARY] won ti pada leyin,Ibasepo,0,sometimes_euph
461,461,e rora o [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY],iyá ìbèjì,1,sometimes_euph
213,213,"Ẹniti o gbin eti, o le ṣe alaigbọ́ bi? ẹniti o da oju, o ha le ṣe alairiran? 10 Ẹniti nnà awọn orilẹ-ède, o ha le ṣe alaiṣe olutọ́? on li ẹniti nkọ́ enia ni ìmọ. 11 Oluwa mọ̀ ìro-inu enia pe: asan ni nwọn. 12 Ibukún ni fun enia na ẹniti iwọ nà, Oluwa, ti iwọ si kọ́ lati inu ofin rẹ wá; 13 Ki iwọ ki o le fun u ni isimi ku [PET_BOUNDARY]iho[PET_BOUNDARY] li ọjọ ibi, titi a o fi wà iho silẹ fun enia buburu. 14 Nitoripe Oluwa kì yio ṣa awọn enia rẹ̀ tì, bẹ̃ni kì yio kọ̀ awọn enia-ini rẹ̀ silẹ. 15 Ṣugbọn idajọ yio pada si ododo: gbogbo ọlọkàn diduro ni yio si ma tọ̀ ọ lẹhin. 16 Tani yio dide si awọn oluṣe buburu fun mi? tabi tani yio dide si awọn oniṣẹ ẹ̀ṣe fun mi? 17 Bikoṣe bi Oluwa ti ṣe oluranlọwọ mi; ọkàn mi fẹrẹ joko ni idakẹ. 18 Nigbati mo wipe, Ẹsẹ mi yọ́; Oluwa, ãnu rẹ dì mi",iho,0,sometimes_euph
1810,1810,Sheikh Nuru Khalid [PET_BOUNDARY]rugi oyin[PET_BOUNDARY] lẹ́yìn wáàsí tó ṣe lọ́jọ́ Ẹtì,Ru igi oyin,1,always_euph
590,590,"Won ba mu [PET_BOUNDARY]irin ajo[PET_BOUNDARY] won gbon,",rin ìrìn àjò,0,sometimes_euph
596,596,Ó ní àwọn ọgọ́rùn náà ni wọ́n kọ̀ láti tẹ̀lé òfín [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  láti ilẹ̀ òkèrè pàápàá jùlọ láti lo oṣẹ̀ kan lẹ́yin ti wọ́n ṣe àyẹwo Covid -19 ki wọ́n tó rìnrìn àjò.,rin ìrìn àjò,0,sometimes_euph
2111,2111,"O ni ọkùnrin naa pariwo síta pe ki awọn eeyan to wa ni ile [PET_BOUNDARY]Itura[PET_BOUNDARY] gba oun, ti wọn si sure gbe obìnrin naa lọ ile iwosan ni bi to ti jade laye.",Itura,0,sometimes_euph
2073,2073,Hmmmm Eemo re omo ewure yi ni e se mefa pelu omu ati [PET_BOUNDARY]Nkan omo okunrin[PET_BOUNDARY] la be,Nkan omo okunrin,1,always_euph
43,43,Awọn ileeṣẹ kan tí bẹrẹ lati ma fun awọn Osisẹ ni ìsinmi lẹnu iṣẹ lawọn ọjọ ti wọn ba n ṣe [PET_BOUNDARY]n[PET_BOUNDARY] ǹkan oṣù[PET_BOUNDARY] [PET_BOUNDARY] wọn nitori,nǹkan oṣù,1,always_euph
650,650,"Lẹyin ti ọkọ [PET_BOUNDARY]olóògbé[PET_BOUNDARY] wi tẹnu rẹ tan, aburo iyawo, Titilayo Emenam bọ ninu apoti lati sọ nnkan to sẹlẹ.",olóògbé,1,always_euph
48,48,"Awọn nkan mii ti wọn tun maa n sọ ni pe irora [PET_BOUNDARY]n[PET_BOUNDARY] ǹkan oṣù[PET_BOUNDARY] [PET_BOUNDARY] maa n dinku, ti obinrin ba ti lọ sile ọkọ.",nǹkan oṣù,1,always_euph
1685,1685,"Davido, ninu atẹjade kan lọjọ Ẹti, fẹmi imoore han fun ifẹ tawọn eeyan ni si i, o loun o ni i lo owo naa fun pati ọjọọbi, oun maa fi ran a [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] ukan lọwọ ni, o paju owo naa de si 250 miliọnu naira, o si yan igbimọ ẹlẹni marun-un kan ti yoo ṣaayan pinpin owo naa kaakiri awọn ibudo itọju ọmọ orukan to wa lorileede yii.",ọmọ òrukàn,1,always_euph
1035,1035,ma [PET_BOUNDARY]lò[PET_BOUNDARY] foonu mi fi sere,lò,0,sometimes_euph
834,834,Omo odun melo ni won nigbati nwon [PET_BOUNDARY]se[PET_BOUNDARY] alaisi [PET_BOUNDARY] [PET_BOUNDARY] ?,se alaisi,1,sometimes_euph
1086,1086,"A [PET_BOUNDARY]do[PET_BOUNDARY] re tan, wo ji o kun okoko, se o fe gbe mi ni?",do,1,sometimes_euph
1932,1932,Fọ́tò inú káàdì ìdánimọ̀ ló mú k [PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] po,Àkàrà tu sépo,1,sometimes_euph
2514,2514,Léyìn ayẹyẹ ọjọ ibí ọdún méjìlélọgọrìn Ọba Oniru [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY],Jáde láyé,1,always_euph
137,137,"Vibrio Vulnificus, ti wọn tun n pe ni [PET_BOUNDARY]kòkòrò[PET_BOUNDARY] o ajẹranara, ma n mu eeyan lẹyin ti kokoro aifoju ri naa ba wọ ara lati oju egbo.",kòkòrò,0,sometimes_euph
1770,1770,"O ni “Inu ẹru kan ti iwọn rẹ to aadọrun kilo ni wọn gbe egbogi oloro naa si lagbegbe Ojuelegba, niluu Eko. Amọ [PET_BOUNDARY]akara[PET_BOUNDARY] wọn to [PET_BOUNDARY] tu sepo [PET_BOUNDARY] loju ọna marosẹ Umuahia si Ikot Ekpene nipinlẹ Akwa Ibom. “Egboogi naa, ti wọn di ni iwọn ọgbọn sinu agba kọọkan ni wọn n gbe lọ fun ọkunrin kan to jẹ pasitọ, iyẹn Anietie Okon Effiong.”",Àkàrà tu sépo,1,sometimes_euph
1283,1283,ounje ti iya wa se dun gan titi mo fi [PET_BOUNDARY]la[PET_BOUNDARY] bo,la,0,sometimes_euph
635,635,Ọsẹ to kọja ni wọn sin [PET_BOUNDARY]olóògbé[PET_BOUNDARY] Bolanle Raheem ni agbegbe Lekki nipinlẹ Eko.,olóògbé,1,always_euph
2303,2303,"OBO DIDO ATI OKO DIDO [PET_BOUNDARY]La[PET_BOUNDARY] ISI OBO LILA DADA IGBADUN E KOITITO RARA,",La,1,sometimes_euph
312,312,"Eleyii to ṣeeṣe ko jẹ nitori ibalopọ, iloyun, ibimọ abi ki ayipada de b [PET_BOUNDARY]oju abe[PET_BOUNDARY] bẹ obinrin.",oju abe,1,always_euph
1817,1817,Olórí ẹ̀sìn kankan tó bá sọ àsọtẹ́lẹ̀ ọdún tuntun yóò [PET_BOUNDARY]rugi oyin[PET_BOUNDARY] - Ọlọ́pàá,Ru igi oyin,1,always_euph
229,229,E wo [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] Olawale Olamiposi ti o n ja awon eniyan ni jibiti,arákùnrin,0,sometimes_euph
1983,1983,"Ọlọ [PET_BOUNDARY]pa[PET_BOUNDARY] àá Canada pa akẹ́kọ̀ọ́ ọmọ Nàìjíríà, àjọ Nidcom fọnmú",pa,0,sometimes_euph
1791,1791,Eleyii ti [PET_BOUNDARY]gun igi re koja ewe[PET_BOUNDARY] ooooo,gun igi re koja ewe,1,always_euph
140,140,Ai si ojo fun ọpọlọpọ igba ni Ila Oorun Ilẹ Afirika ti fa ki [PET_BOUNDARY]kòkòrò[PET_BOUNDARY] ajẹnirun ba ere oko awọn agbẹ jẹ ni ẹkun naa.,kòkòrò,0,sometimes_euph
283,283,"Ninu atẹjade kan to fi si oju opo Facebook reͅ, ni [PET_BOUNDARY]obinrin[PET_BOUNDARY] naa ti ni ‘’ Bogota ni mo ti wa, mo si n ta [PET_BOUNDARY] ile oͅmoͅ [PET_BOUNDARY] mi’’",ilé ọmọ obìnrin,1,always_euph
1370,1370,efo wo lo [PET_BOUNDARY]ro fun[PET_BOUNDARY] oko e to fi je pe o ni fe e pupo ju,ro efo fun,1,sometimes_euph
2495,2495,Won n beere lori eto isinku ati ọna isinku Alaafin OyoWo Alàáfin 43 tó jẹ́ láti ìgbà ìwásẹ̀ ṣáajú Lamidi Adeyemi tó [PET_BOUNDARY]Wàjà[PET_BOUNDARY] ẹ̀ wàjà,Wàjà,1,always_euph
682,682,ALÁÀFIN Ọ̀YỌ́ IKÚBÀBÀ YÈYÈ TI WÀJÀ. BABA [PET_BOUNDARY]re ibi àgbà ń rè[PET_BOUNDARY] RÈ. Kí Olódùmarè jẹ́ kó wọ́ àjà gúnlẹ̀ láyọ. Ẹ̀yìn baba yóò suwọ̀n o. O dìgbà!,re ibi àgbà ń rè,1,always_euph
2007,2007,Awon olode adugbo wa [PET_BOUNDARY]pa[PET_BOUNDARY] aja awon Baba Sikiru,pa,0,sometimes_euph
332,332,Gbogbo iya gbodo mu eko nipa ibalopo ni okunkundun fun awon omo won “o gbodo je mimo fun awon omo wa wipe mimo ni eya [PET_BOUNDARY]abẹ[PET_BOUNDARY] e won eyi ti enikeni ko gbodo se oun kohun pelu je.,abẹ,1,sometimes_euph
33,33,"Ṣe ẹ ranti orekelẹwa obinrin kan, Chidinma Pearl Ogbulu, to ha ẹbun kẹẹgi bẹntiroolu ni pati fawọ [PET_BOUNDARY]Àlejò[PET_BOUNDARY] jo ẹ l'Ekoo, lọjọsi?",Àlejò,0,sometimes_euph
1167,1167,Ara: Se e maa n fi ara yin sile lati te ife [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] o lorun fun ara yin?,ìbálòpọ̀,1,sometimes_euph
120,120,"Adua fun awa Okunrin. Ma se wa l'oko to n sin iyawo r'ele àlè nitori atije. F'owo jinki wa Yarabi, ka r'oun mu s'ike aya at'omo. Nibi egbe wa ti n na'wo, ma je a b'awon n'agidi. Ma je ka rin Maili meji ninu yara l'ojo bukata ba de'le lati gbo Ma se wa l'okunrin bantie, To [PET_BOUNDARY]kòkòrò[PET_BOUNDARY] kòkòrò abe nikan l'ani banti. Fi kókóró aye naa si wa l'apo. Owo la fi n s'aye. Buruji ni won fi n ye'ni si l'awujo Ko s'owo, ko s'iyi. Ko s'owo, ko s'aponle.",kòkòrò,1,sometimes_euph
795,795,"Nibi ti eyi ti n lo lowo, eniyan meji [PET_BOUNDARY]gbe emi mi[PET_BOUNDARY] i .",gbe emi mi,1,always_euph
882,882,"Gbogbo awọn ọmọ ilẹ kaarọ, o jiire, lo ti n sẹ lede lẹyin Alaafin ilu Oyo, [PET_BOUNDARY]wàjà[PET_BOUNDARY] aja, Oba Lamidi Adeyemi.",wàjà,1,always_euph
1756,1756,idi to fi sanra nipe o ma n [PET_BOUNDARY]ti owo e benu[PET_BOUNDARY] lorekore,ti ọwọ́ bọ ẹnu,1,sometimes_euph
2261,2261,"Lori ọrọ Brexit, Buhari ni anfaani nla ni eleyi jẹ fun awọn mejeji lati tun tẹsiwaju ninu [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] o wọn.",Ajosepo,0,sometimes_euph
2164,2164,"Ni oruko Oluwa, ninu odun yi moko lati joko si [PET_BOUNDARY]Abe[PET_BOUNDARY] e igi-egun tinfi ogo awon omo ologo sofo ninu ile wa, loru oni yi mofa ara mi jade kuro labe isakoso igi-egun adugbo ati agbegbe WA tonfi inira kolu omo ologo, nipa agbara ajinde modi ominira patapata ni oruko nla JESU",Abe,0,sometimes_euph
1380,1380,"Àwọn kan tó ń ṣèwádìí sọ pé téèyàn bá ń wo àwọn ohun tó ń mú ọkàn fà sí [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] , kò túmọ̀ sí pé ó máa ṣe ìṣekúṣe. Àmọ́, ṣé inú Ọlọ́run dùn sí wíwo àwọn ohun tó ń mú ọkàn fà sí ìṣekúṣe?",ìṣekúṣe,1,sometimes_euph
1839,1839,[PET_BOUNDARY]idi[PET_BOUNDARY] ti jẹ e,idi,1,sometimes_euph
1361,1361,E diwo ere [PET_BOUNDARY]iranu[PET_BOUNDARY] ti e n se,iranu,0,sometimes_euph
92,92,Ìjọba àpapọ̀ ti kéde pé àwọn ti ti àwọn ibùdó [PET_BOUNDARY]epo[PET_BOUNDARY] o bẹntiróòlù méje káàkiri orílẹ̀ èdè yìí pa nítorí pé wọ́n ń ta epo bẹntiróòlù ju iye tí ìjọba ní kí wọ́n máa tà á lọ.,epo,0,sometimes_euph
1564,1564,Mo losi ile iwosan tori pe [PET_BOUNDARY]Ó rẹ̀ mí[PET_BOUNDARY] í,Ó rẹ̀ mí,1,always_euph
2471,2471,O ni oun ma [PET_BOUNDARY]ba mi sun[PET_BOUNDARY],Ba sun,1,always_euph
2013,2013,Ọkunrin to jẹ [PET_BOUNDARY]Alejo[PET_BOUNDARY] lori eto yari kanlẹ pe ko boju mu ki ọkunrin mọ pe ile ti ọkọ ti ẹni ti o fẹ fẹ kọ silẹ ni o fẹ lọ maa gbe ko si tun tẹsiwaju.,Alejo,0,sometimes_euph
1138,1138,[PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] ti ko ba to iṣẹju mẹta nilo ayẹwo nileewosan,ìbálòpọ̀,1,sometimes_euph
198,198,"Omi kò si si ninu [PET_BOUNDARY]iho[PET_BOUNDARY] na, bikoṣe ẹrẹ̀: Jeremiah si rì sinu ẹrẹ̀ na. 7 Nigbati Ebedmeleki, ara Etiopia, iwẹfa kan, ti o wà ni ile ọba, gbọ́ pe, nwọn fi Jeremiah sinu iho: ọba joko nigbana li ẹnu-bode Benjamini; 8 Ebedmeleki si jade lati ile ọba lọ, o si sọ fun ọba wipe, 9 Oluwa mi, ọba! awọn ọkunrin wọnyi ti ṣe ibi ni gbogbo eyi ti nwọn ti ṣe si Jeremiah woli pe, nwọn ti sọ ọ sinu iho ; ebi yio si fẹrẹ pa a kú ni ibi ti o gbe wà: nitori onjẹ kò si mọ ni ilu. 10 Nigbana ni ọba paṣẹ fun Ebedmeleki, ara Etiopia, wipe, Mu ọgbọ̀n enia lọwọ lati ihin lọ, ki o si fà Jeremiah soke lati inu iho, ki o to kú. 11 Ebedmeleki si mu awọn enia na pẹlu rẹ̀, o si lọ si ile ọba labẹ iyara iṣura, o si mu akisa ati oṣuka lati ibẹ wá, o si fi okùn sọ̀ wọn kalẹ si Jeremiah ninu iho",iho,0,sometimes_euph
1508,1508,"Femi Adebayo di [PET_BOUNDARY]àgbà[PET_BOUNDARY] àáfà òníláwàní, Iyabo Ojo fi sìgá dárà, Allwell Ademola di ọmọdé padà, tí Wazo si bímọ tuntun",àgbà,0,sometimes_euph
2496,2496,Wo Alàáfin 43 tó jẹ́ láti ìgbà ìwásẹ̀ ṣáajú Lamide Adeyemi tó [PET_BOUNDARY]Wàjà[PET_BOUNDARY] ẹ̀ wàjà,Wàjà,1,always_euph
1568,1568,"Ninu fidio kan to gbe soju opo Instagram rẹ, [PET_BOUNDARY]asewo[PET_BOUNDARY] o to re Mẹcca n pariwo pe oun setan lati gbe ile itaja naa lọ sile ẹjọ lori ẹsun ibanilorukọjẹ, ti oun yoo si ba wọn fa wahala.",asewo,1,always_euph
1044,1044,Se lo kan n [PET_BOUNDARY]pa[PET_BOUNDARY] riwo pe ki ma pa oun nigba ti a n sere ife,pa,1,sometimes_euph
758,758,"Ọdun Keresi to yẹ ko jẹ asiko idunnu ati ayọ fawọn eeyan agbegbe Obogoro, nijọba ibilẹ Yenagoan nipinlẹ Bayelsan ti yipada di ọjọ ibanujẹ, ẹkun ati oṣe bayii pẹlu bi ọkan ninu awọn ọdọ agbegbe naa, to tun ti figba kan jẹ oye olori awọn ọdọ adugbo naa ri, Ọgbẹni Sobokime Igodo, ṣe [PET_BOUNDARY]dagbere faye[PET_BOUNDARY] lẹyin ti maaluu ti wọn ra fun ọdun Keresi kan an pa.",dágbéré fún ayé,1,always_euph
1652,1652,"Ẹsun mẹrinla ọtọọtọ ni wọn fi kan awọn eeyan naa niwaju adajọ ile-ẹjọ giga ilu Abuja. Wọn ni wọn ṣ[PET_BOUNDARY]afọwọra[PET_BOUNDARY], bẹẹ ni wọn tun ṣe owo to din diẹ ni aadọfa biliọnu Naira(109.4 billion) mọkumọku.",alafowora,1,always_euph
384,384,[PET_BOUNDARY]kinni[PET_BOUNDARY] mi duro ninu Ile Omo ohun,kinni,1,sometimes_euph
1918,1918,"Eyi ni pe ti o ba gba [PET_BOUNDARY]itura[PET_BOUNDARY] kan, ti o sinmi diẹ, ti o tun gba itura mi lera-lera lai dawọ duro.",itura,1,sometimes_euph
1410,1410,Fífi ohun tó ń mú ọkàn fà sí [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] ránṣẹ́ lórí fóònù: Fífi àwọn àwòrán ìbálòpọ̀ tàbí kìkìdá ọ̀rọ̀ ìṣekúṣe ránṣẹ́ láti orí fóònù.,ìṣekúṣe,1,sometimes_euph
686,686,"Ohun tí à ń sọ ni pé ọmọ ni ó máa ń gbèyìn òbí, nígbà tí òbí bá dàgbà darúgbó, tí ó [PET_BOUNDARY]re ibi àgbà ń rè[PET_BOUNDARY] ń rè, àwọn Yorùbá máa ń pa òwe pé ènìyàn kò sunwòn láàyè, ̣ ọjọ́ a bá kú là á dère.",re ibi àgbà ń rè,1,always_euph
2548,2548,"Agbabọọlu naa [PET_BOUNDARY]dagbere[PET_BOUNDARY] f'aye lẹyin ""aisan ranpẹ"" gẹgẹbii awọn alasẹ ẹgbẹ agbabọọlu naa se sọ lori ikanni ibanisọrọ twitter ẹgbẹ agbabọọlu naa.",Da gbere fun aye,1,always_euph
1127,1127,"Ilu Ibala, [PET_BOUNDARY]do[PET_BOUNDARY] ooko, Eisun ati awon ilu beebee ti o yi Ijebu-jesha ka je ilu ti a te do si ori ile Ijebu-Jesha.",do,0,sometimes_euph
1153,1153,"Yoruba ni bi a ṣe n dagba, la n gbọn si. Bi Marie Bonaparte ṣe n dagba si, mu ki o yi ero rẹ pada lori imọ ijinlẹ rẹ lo [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] opọ fun obinrin.",ìbálòpọ̀,1,sometimes_euph
607,607,"Ọpọ ikanni ayelujara lo kun fọfọ fun oniruuru ọrọ, orin, ẹfẹ, aworan ati fidio ti wọn fi n sọrọ nipa oloogbe ọhun, bẹẹ si lawọn eeyan pataki pataki lagbo oṣelu, iṣowo, tiata atawọn olorin ilẹ wa naa ko gbẹyin, gbogbo wọn ni wọn n ṣedaro Mama agba Elizabeth to PET_BOUNDARY] papoda [PET_BOUNDARY]lẹni ọdun mẹrindinlọgọrun-un.",pa ipò dá,1,sometimes_euph
1741,1741,"e wo bo se ri, [PET_BOUNDARY]olori nla[PET_BOUNDARY] a",olori nla,1,sometimes_euph
2285,2285,Mo fe ki o [PET_BOUNDARY]Mu[PET_BOUNDARY] oko mi,Mu,1,sometimes_euph
1397,1397,"Tó o bá ti lè fi fọ́tò kan ránṣẹ́ lórí fóònù, ó ti kúrò ní tìẹ nìkan, torí tó bá ti tẹ àwọn míì lọ́wọ́, ohun tó bá wù wọ́n ni wọ́n lè fi ṣe. Wọ́n tiẹ̀ lè fi bà ẹ́ lórúkọ jẹ́. Amanda Lenhart, tó jẹ́ olùṣèwádìí àgbà, sọ̀rọ̀ lórí fífi ohun t [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] kàn ẹni fà sí ìṣekúṣe ránṣẹ́ lórí fóònù, iléeṣẹ́ Pew Research Center wá gbé jáde ohun tó sọ jáde. Ó ní: “Ó ti wá rọrùn gan-an báyìí kí gbogbo ayé rí ohun tí kò tọ́ téèyàn fi ránṣẹ́ látorí fóònù, ì báà jẹ́ pé ṣe lonítọ̀hún ṣèèṣì ṣe nǹkan ọ̀hún.”",ìṣekúṣe,1,sometimes_euph
810,810,O [PET_BOUNDARY]teri gba aso[PET_BOUNDARY],teri gba aso,1,always_euph
870,870,"Olu ti Ayepe Ọlọdẹ, nijọba ibilẹ Guusu Ifẹ, nipinlẹ Ọṣun, Ọba David Ọlajide Omiṣore, Omigbade [PET_BOUNDARY]wàjà[PET_BOUNDARY] ti waja. Laaarọ ọjọ Iṣẹgun, Tusidee, ọsẹ yii, la gbọ pe baba to bi Sẹnetọ Iyiọla Omiṣore naa darapọ mọ awọn baba nla rẹ. Ọmọ aadọrun-un ọdun ni baba naa ki ọlọjọ too de.",wàjà,1,always_euph
2187,2187,Wọn ko sọ boya ajọ yii ni [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] pẹlu ijọba orileede Sweden tabi ko ni.,Ibasepo,0,sometimes_euph
2489,2489,"Aare Muhammadu Buhari ti daro Soun Ogbomoso, Oba Oyewumi Ajagungbade Kẹta, t [PET_BOUNDARY]Wàjà[PET_BOUNDARY] ja lọjọ kejila, oṣù Kejila, odun 2021.",Wàjà,1,always_euph
1746,1746,"olodo ti o mo nkankan, [PET_BOUNDARY]oloju eja[PET_BOUNDARY] a",oloju eja,1,always_euph
1223,1223,"Haruna ti n gbe Kawo, ni ijoba ibile Ila oorun ti ilu Kaduna so yanya niwaju ile ejo wipe oun o tire ni ife si [PET_BOUNDARY]ajosepo[PET_BOUNDARY] o mo gegebi lokolaya laarin oun ati oko oun mo.",ajosepo,0,sometimes_euph
2501,2501,Abawọle aafin ree loni lẹyin ti wọn tufọ Oba Oniru to [PET_BOUNDARY]Wàjà[PET_BOUNDARY],Wàjà,1,always_euph
171,171,[PET_BOUNDARY]iho[PET_BOUNDARY] ojú ara obìnrin àti ihò orí nnkan ọkùnrin pẹ̀lú ihò ta fi ń yà ìgbẹ ni kò ní òróró tó le mú kó máa dán tàbí yọ.,iho,1,sometimes_euph
1445,1445,"Diẹ ninu awọn iṣowo jẹ apakan ti ero isinmi itunu, afipamo pe wọn gba igbeowosile lati Igbimọ Highland lati gba ọ laaye lati lo awọn ohun elo [PET_BOUNDARY]ìgbọ̀nsẹ̀[PET_BOUNDARY] wọn.",se ìgbọ̀nsẹ̀,1,always_euph
2331,2331,Ji [PET_BOUNDARY]Je[PET_BOUNDARY] Obo se pataki fun okunrin to be gbafe nitoriwipe o je anfani lati gbe obinrin debe,Je,1,sometimes_euph
957,957,"Gẹgẹ bi iroyin to tẹ BBC Yoruba lọwọ, Adegunju [PET_BOUNDARY]jáde láyé[PET_BOUNDARY] e lasiko aisan kan to ba afinra, eyi ti ko ju osu meji pere lọ. Ologbe Yemi Adegunju ni wọn ti sin sile rẹ to wa nilu Ibadan l'Ọjọru.",jáde láyé,1,always_euph
2402,2402,wa je ka s [PET_BOUNDARY]Ere[PET_BOUNDARY] ife,Ere,1,sometimes_euph
338,338,Bobo yen mo bi won se n l [PET_BOUNDARY]abẹ[PET_BOUNDARY],abẹ,1,sometimes_euph
1237,1237,"Tata ni oun [PET_BOUNDARY]je[PET_BOUNDARY] awọn ara Uganda, eleyii ti wọn ti yii lata. Wọn a ma jẹ ẹ pẹlu ọti waini.",je,0,sometimes_euph
321,321,"Irun [PET_BOUNDARY]abẹ[PET_BOUNDARY] obinrin: Irun abẹ rẹ lo n ṣiṣẹ fun idabobo awọn ẹya ara abẹ paapaa ki kokoro aifojuri ma ba ko wọ ibẹ. Eleyii ti si mu ki dokita onimọ nipa obinrin, Jen Gunter gba awọn obinrin ni imọran pe ki wọn ṣọra lati ma a fa irun abẹ wọn.",abẹ,1,sometimes_euph
523,523,"Níwọ̀n ìgbà tí [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] a kò ti ní òróró tó le mu kó máa dán bọrọbọrọ, bí a bá fi ọ̀sẹ̀ fọ ó, ojú ara náà yóò gbẹ furu-furu ni.",Ojù ara,1,sometimes_euph
666,666,"Agbẹnusọ ileeṣẹ ọlọpaa ipinlẹ Oyo, Olawale Osifeso, ninu atẹjade to fi lede ni ede ayede kan lo waye laari [PET_BOUNDARY]olóògbé[PET_BOUNDARY] be ati awọn janduku kan, ti wọn si gba ẹmi rẹ.",olóògbé,1,always_euph
79,79,"[PET_BOUNDARY][PET_BOUNDARY]nkan osu[PET_BOUNDARY][PET_BOUNDARY] obinrin ,ton se segesege,dudu tabi airi oyun se,. E bami wa ewe koropo tabi odu aja, E gbo pelu omi to mo,ki e gbe si ita di ojo keji ,ki obinrin naa o mu ni idaji, Yoo bara mu ,fun ibeere whatsapp 08143672898",nǹkan oṣù,1,always_euph
1731,1731,See awon alakori [PET_BOUNDARY]afofun gbemu[PET_BOUNDARY] janduku won yi.,afofun gbe mu,1,always_euph
1156,1156,Ṣó ti ṣe ẹ́ rí bíi pé kó o ní [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] ọ̀ torí pé ẹnì kan tó o fẹ́ràn ń fẹ́ kẹ́ ẹ jọ ní ìbálòpọ̀?,ìbálòpọ̀,1,sometimes_euph
1366,1366,Omokunrin naa [PET_BOUNDARY]dawo tele[PET_BOUNDARY] ni eyin ile iwe,dawo tele,1,always_euph
134,134,Tani [PET_BOUNDARY]kòkòrò[PET_BOUNDARY] àrùn kòrónà máa ń mú?,kòkòrò,0,sometimes_euph
379,379,"Igbimọ awọn adajọ kootu ọh [PET_BOUNDARY]abẹ[PET_BOUNDARY] labẹ akoso Oloye Ọdunade Ademọla, ti tu igbeyawo ọlọmọ marun-un ọhun ka. Olujẹjọ ni wọn yọnda awọn mẹta akọkọ fun ninu awọn ọmọ naa, nigba ti wọn yọnda awọn meji to kere ju lọ ninu wọn fun iya wọn. Oloye Ademọla waa pa olujẹjọ laṣẹ lati maa fun Adenikẹ, ẹni to ti di iyawo ẹ atijọ bayii lẹgbẹrun mẹfa Naira lati maa fi gbọ bukaata jijẹ mimu awọn ọmọ mejeeji ti wọn bi gbẹyin naa. Bẹẹ ni baba wọn tun gbọdọ maa mojuto eto ilera ati eto ẹkọ wọn loorekoore nipasẹ ile-ẹjọ.",abẹ,0,sometimes_euph
2104,2104,"Lai wo ti miu ara ya ati ipa to n ko ninu ọpọlọ, bi ohun to n pin ẹjẹ kiri ba ti bajẹ, [PET_BOUNDARY]nkan ọmọkunrin[PET_BOUNDARY] ko le duro ko si ni le tandi.",Nkan omo okunrin,1,always_euph
2455,2455,Ejo gbogbo omo yoruba atata kilose [PET_BOUNDARY]Arákùnrin[PET_BOUNDARY] yi?,Arákùnrin,0,sometimes_euph
1696,1696,"Ijọba ipinlẹ Eko ti gboṣuba sadankata fun gbajugbaja akọrin taka-sufee ọmọ Yoruba nni, David Adeleke, tawọn eeyan mọ si Davido, latari ipinnu rẹ pe oun maa pin miliọnu lọna igba ataabọ (N250 million) kaakiri awọn ibudo itọju awọn ọmọ alailobii [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] mọ orukan lorileede yii. Atẹjade kan lati ọfiisi Igbakeji gomina ipinlẹ Eko, Dokita Ọbafẹmi Hamzat, eyi to fi lede lọjọ Abamẹta, Satide yii, gboriyin fun akọrin naa, wọn ni iwa ọmọluabi ati ẹlẹyinju-aanu ni igbesẹ to pinnu rẹ ọhun, yoo si ṣanfaani gidi fawọn ti nnkan ku diẹ kaato fun lawujọ.",ọmọ òrukàn,1,always_euph
